,APDTop1,APDTop2,APDBot1,APDBot2,Coincidence,APD_DAC1,APD_DAC2,T1,T2,T3,T4,T5,Laser_DAC,LCPR_cap_pf,LCPR_ref_i,LCPR_1,LCPR_2,LEPDc_0,LEPDc_1,LEPDc_2,LEPDc_3,Index
46,0,0,0,0,0,2990,2990,360,360,360,360,360,130,0,0,106,106,760,762,85,133,41
47,0,0,0,0,0,2990,2990,360,360,360,360,360,140,0,0,106,106,759,764,85,150,42
48,0,0,0,0,0,2990,2990,360,356,360,360,360,150,0,0,106,106,752,769,71,145,43
49,0,0,0,0,0,2990,2990,356,356,356,360,356,160,0,0,106,106,760,758,83,135,44
50,0,0,0,0,0,2990,2990,356,356,356,360,356,170,0,0,106,106,750,757,84,134,45
51,0,0,0,0,0,2990,2990,356,356,356,360,356,180,0,0,106,106,754,773,71,146,46
52,0,0,0,0,0,2990,2990,356,356,356,360,356,190,0,0,106,106,750,775,66,146,47
53,0,0,0,0,0,2990,2990,356,356,356,360,356,200,0,0,106,106,761,757,85,132,48
54,0,0,0,0,0,2990,2990,356,356,356,360,356,210,0,0,106,106,751,763,82,131,49
55,0,0,0,0,0,2990,2990,356,356,356,360,360,220,0,0,106,106,759,761,85,147,50
56,0,0,0,0,0,2990,2990,356,356,356,360,360,230,0,0,106,106,762,761,77,137,51
57,0,0,0,0,0,2990,2990,360,356,356,360,360,240,0,0,106,106,765,774,73,145,52
58,0,0,0,0,0,2990,2990,360,356,360,360,360,250,0,0,106,106,766,773,70,143,53
59,0,0,0,0,0,2990,2990,360,356,360,360,360,260,0,0,106,106,764,761,79,143,54
60,0,0,0,0,0,2990,2990,360,356,360,360,360,270,0,0,106,106,750,764,84,133,55
61,0,0,0,0,0,2990,2990,360,356,360,360,360,280,0,0,106,106,765,778,67,147,56
62,0,0,0,0,0,2990,2990,360,360,360,360,360,290,0,0,106,106,763,761,67,146,57
