,APDTop1,APDTop2,APDBot1,APDBot2,Coincidence,APD_DAC1,APD_DAC2,T1,T2,T3,T4,T5,Laser_DAC,LCPR_cap_pf,LCPR_ref_i,LCPR_1,LCPR_2,LEPD_total,LEPD_dX,LEPD_dY,index
236,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,0,0,776,32,0,65280
237,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,0,0,780,0,0,65280
238,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,0,0,784,0,0,65280
239,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,0,0,788,32,0,65280
240,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,0,0,792,0,0,65280
241,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,0,0,796,0,0,65280
242,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,800,32,0,65280
243,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,804,32,0,65280
244,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,808,32,0,65280
245,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,812,32,0,65280
246,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,816,0,0,65280
247,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,820,32,0,65280
248,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,824,0,0,65280
249,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,828,32,0,65280
250,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,832,0,0,65280
251,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,836,32,0,65280
252,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,840,0,0,65280
253,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,844,0,0,65280
254,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,848,32,0,65280
255,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,852,0,0,65280
256,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,856,32,0,65280
257,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,860,0,0,65280
258,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,864,32,0,65280
259,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,868,0,0,65280
260,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,872,0,0,65280
261,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,876,32,0,65280
262,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,880,0,0,65280
263,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,884,0,0,65280
264,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,888,32,0,65280
265,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,892,32,0,65280
266,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,896,0,0,65280
267,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,900,0,0,65280
268,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,904,32,0,65280
269,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,908,32,0,65280
270,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,912,32,0,65280
271,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,916,32,0,65280
272,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,920,32,0,65280
273,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,924,0,0,65280
274,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,928,32,0,65280
275,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,932,0,0,65280
276,1044735,1044735,983295,1044735,1,8,8,128,128,128,128,71,1,0,0,50176,0,936,0,0,65280
277,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,940,0,0,65280
278,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,944,0,0,65280
279,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,948,32,0,65280
280,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,952,0,0,65280
281,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,956,32,0,65280
282,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,960,0,0,65280
283,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,964,32,0,65280
284,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,968,32,0,65280
285,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,972,32,0,65280
286,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,976,0,0,65280
287,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,980,0,0,65280
288,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,984,0,0,65280
289,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,988,0,0,65280
290,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,992,32,0,65280
291,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,996,0,0,65280
292,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,1000,32,0,65280
293,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,1004,0,0,65280
294,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,1008,0,0,65280
295,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,1012,0,0,65280
296,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,1016,32,0,65280
297,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,1020,32,0,65280
298,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,0,0,0,65281
299,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,4,0,0,65281
300,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,8,0,0,65281
301,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,12,0,0,65281
302,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,16,0,0,65281
303,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,20,0,0,65281
304,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,24,0,0,65281
305,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,28,0,0,65281
306,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,32,32,0,65281
307,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,36,0,0,65281
308,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,40,32,0,65281
309,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,44,32,0,65281
310,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,48,32,0,65281
311,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,52,32,0,65281
312,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,56,32,0,65281
313,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,60,0,0,65281
314,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,64,0,0,65281
315,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,68,32,0,65281
316,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,0,0,72,32,0,65281
317,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,76,32,0,65281
318,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,80,32,0,65281
319,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,84,0,0,65281
320,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,88,32,0,65281
321,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,92,0,0,65281
322,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,96,0,0,65281
323,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,100,32,0,65281
324,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,104,32,0,65281
325,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,108,32,0,65281
326,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,112,0,0,65281
327,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,116,0,0,65281
328,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,120,0,0,65281
329,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,124,32,0,65281
330,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,128,0,0,65281
331,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,132,32,0,65281
332,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,136,32,0,65281
333,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,140,32,0,65281
334,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,144,32,0,65281
335,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,148,32,0,65281
336,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,152,32,0,65281
337,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,156,32,0,65281
338,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,160,32,0,65281
339,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,164,0,0,65281
340,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,168,0,0,65281
341,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,172,32,0,65281
342,1044991,1044735,983295,1044735,32769,8,8,128,128,128,128,71,1,0,0,50176,0,176,32,0,65281
