5.360000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+02,8.000000000000000000e+00,9.520000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+00,1.760000000000000000e+02,8.000000000000000000e+00,3.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.480000000000000000e+02,0.000000000000000000e+00,9.400000000000000000e+02,4.000000000000000000e+00,2.400000000000000000e+01,4.000000000000000000e+00,1.760000000000000000e+02,0.000000000000000000e+00,8.040000000000000000e+02,0.000000000000000000e+00,9.200000000000000000e+02,4.000000000000000000e+00,4.400000000000000000e+01,4.000000000000000000e+00,2.360000000000000000e+02,2.000000000000000000e+01,9.600000000000000000e+01,4.400000000000000000e+01,7.360000000000000000e+02,4.400000000000000000e+01,7.360000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03
1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03
1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03
1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03
1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03
1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03
5.360000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+02,8.000000000000000000e+00,9.520000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+00,1.760000000000000000e+02,8.000000000000000000e+00,3.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.480000000000000000e+02,0.000000000000000000e+00,9.400000000000000000e+02,4.000000000000000000e+00,2.400000000000000000e+01,4.000000000000000000e+00,1.760000000000000000e+02,0.000000000000000000e+00,8.040000000000000000e+02,0.000000000000000000e+00,9.200000000000000000e+02,4.000000000000000000e+00,4.400000000000000000e+01,4.000000000000000000e+00,2.360000000000000000e+02,2.000000000000000000e+01,9.600000000000000000e+01,4.400000000000000000e+01,7.360000000000000000e+02,4.400000000000000000e+01,7.360000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03
1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03,1.020000000000000000e+03
