,APDTop1,APDTop2,APDBot1,APDBot2,Coincidence,APD_DAC1,APD_DAC2,T1,T2,T3,T4,T5,Laser_DAC,LCPR_cap_pf,LCPR_ref_i,LCPR_1,LCPR_2,LEPD_total,LEPD_dX,LEPD_dY,Index
258,0,0,0,0,0,2990,2990,352,356,352,352,364,311,4095,0,106,281,3,0,0,136
266,0,0,0,0,0,2990,2990,352,356,352,352,364,311,4095,0,106,286,3,0,0,137
267,0,0,0,0,0,2990,2990,356,356,352,356,364,311,4095,0,106,291,3,0,0,138
268,0,0,0,0,0,2990,2990,356,356,352,356,368,311,4095,0,106,296,3,0,0,139
269,0,0,0,0,0,2990,2990,356,356,352,356,368,311,4095,0,106,301,3,0,0,140
270,0,0,0,0,0,2990,2990,356,356,352,356,368,311,4095,0,106,306,3,0,0,141
271,0,0,0,0,0,2990,2990,356,356,352,356,368,311,4095,0,106,311,3,0,0,142
272,0,0,0,0,0,2990,2990,356,360,352,356,368,311,4095,0,106,316,3,0,0,143
280,0,0,0,0,0,2990,2990,356,356,352,356,368,311,4095,0,106,321,3,0,0,144
281,0,0,0,0,0,2990,2990,356,356,352,356,364,311,4095,0,106,326,3,0,0,145
282,0,0,0,0,0,2990,2990,356,356,352,356,364,311,4095,0,106,331,3,0,0,146
283,0,0,0,0,0,2990,2990,352,356,352,356,364,311,4095,0,106,336,3,0,0,147
284,0,0,0,0,0,2990,2990,352,356,352,356,364,311,4095,0,106,341,3,0,0,148
285,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,106,346,3,0,0,149
286,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,106,3,0,0,150
294,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,111,3,0,0,151
295,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,116,3,0,0,152
296,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,121,3,0,0,153
297,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,126,3,0,0,154
298,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,131,3,0,0,155
299,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,136,3,0,0,156
300,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,141,3,0,0,157
308,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,146,3,0,0,158
309,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,151,3,0,0,159
310,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,156,3,0,0,160
311,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,161,3,0,0,161
312,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,166,3,0,0,162
313,0,0,0,0,0,2990,2990,352,356,352,352,360,311,4095,1,235,171,3,0,0,163
314,0,0,0,0,0,2990,2990,352,356,356,352,360,311,4095,1,235,176,3,0,0,164
350,0,0,0,0,0,2990,2990,352,356,356,352,360,311,4095,1,235,181,3,0,0,165
351,0,0,0,0,0,2990,2990,352,356,356,352,360,311,4095,1,235,186,3,0,0,166
352,0,0,0,0,0,2990,2990,352,356,356,352,360,311,4095,1,235,191,3,0,0,167
353,0,0,0,0,0,2990,2990,352,356,356,352,360,311,4095,1,235,196,3,0,0,168
354,0,0,0,0,0,2990,2990,352,356,356,352,360,311,4095,1,235,201,3,0,0,169
355,0,0,0,0,0,2990,2990,352,356,356,352,360,311,4095,1,235,206,3,0,0,170
356,0,0,0,0,0,2990,2990,352,356,356,352,360,311,4095,1,235,211,3,0,0,171
392,0,0,0,0,0,2990,2990,352,356,356,352,360,311,4095,1,235,216,3,0,0,172
393,0,0,0,0,0,2990,2990,352,356,356,356,360,311,4095,1,235,221,3,0,0,173
394,0,0,0,0,0,2990,2990,352,356,356,356,364,311,4095,1,235,226,3,0,0,174
395,0,0,0,0,0,2990,2990,356,356,356,356,364,311,4095,1,235,231,3,0,0,175
396,0,0,0,0,0,2990,2990,356,360,356,356,364,311,4095,1,235,236,3,0,0,176
397,0,0,0,0,0,2990,2990,356,360,356,356,364,311,4095,1,235,241,3,0,0,177
398,0,0,0,0,0,2990,2990,356,360,356,356,364,311,4095,1,235,246,3,0,0,178
434,0,0,0,0,0,2990,2990,356,360,356,356,364,311,4095,1,235,251,3,0,0,179
